Datetime,Open,High,Low,Close,Adj Close,Volume
2023-12-21 09:30:00-05:00,196.10000610351562,196.86000061035156,195.77000427246094,196.85899353027344,196.85899353027344,1387380
2023-12-21 09:31:00-05:00,196.85000610351562,197.0800018310547,196.7899932861328,196.91000366210938,196.91000366210938,458582
2023-12-21 09:32:00-05:00,196.9199981689453,197.0196075439453,196.6300048828125,196.8000946044922,196.8000946044922,150560
2023-12-21 09:33:00-05:00,196.80999755859375,196.80999755859375,196.58999633789062,196.58999633789062,196.58999633789062,152930
2023-12-21 09:34:00-05:00,196.6300048828125,196.99000549316406,196.5,196.93499755859375,196.93499755859375,190024
2023-12-21 09:35:00-05:00,196.94949340820312,197.02110290527344,196.8300018310547,196.97999572753906,196.97999572753906,204076
2023-12-21 09:36:00-05:00,196.96499633789062,197.02999877929688,196.74000549316406,196.75,196.75,120374
2023-12-21 09:37:00-05:00,196.72000122070312,196.8249969482422,196.66000366210938,196.77999877929688,196.77999877929688,147927
2023-12-21 09:38:00-05:00,196.8000030517578,196.92999267578125,196.8000030517578,196.8800048828125,196.8800048828125,104632
2023-12-21 09:39:00-05:00,196.8800048828125,196.9199981689453,196.7449951171875,196.75,196.75,98087
2023-12-21 09:40:00-05:00,196.75,196.77999877929688,196.55999755859375,196.6699981689453,196.6699981689453,116816
2023-12-21 09:41:00-05:00,196.6699981689453,196.69000244140625,196.49000549316406,196.52389526367188,196.52389526367188,148923
2023-12-21 09:42:00-05:00,196.52999877929688,196.5749969482422,196.4600067138672,196.52000427246094,196.52000427246094,85742
2023-12-21 09:43:00-05:00,196.5153045654297,196.7801055908203,196.5153045654297,196.69500732421875,196.69500732421875,131426
2023-12-21 09:44:00-05:00,196.7050018310547,196.8800048828125,196.69000244140625,196.7550048828125,196.7550048828125,142545
2023-12-21 09:45:00-05:00,196.75999450683594,196.85000610351562,196.7100067138672,196.71499633789062,196.71499633789062,89934
2023-12-21 09:46:00-05:00,196.72000122070312,196.74000549316406,196.5800018310547,196.5800018310547,196.5800018310547,122856
2023-12-21 09:47:00-05:00,196.5749969482422,196.6199951171875,196.3000946044922,196.38999938964844,196.38999938964844,153754
2023-12-21 09:48:00-05:00,196.39500427246094,196.52999877929688,196.2899932861328,196.2902069091797,196.2902069091797,145031
2023-12-21 09:49:00-05:00,196.2899932861328,196.32000732421875,196.22999572753906,196.27999877929688,196.27999877929688,95563
2023-12-21 09:50:00-05:00,196.27000427246094,196.3000030517578,196.22999572753906,196.25750732421875,196.25750732421875,115340
2023-12-21 09:51:00-05:00,196.25,196.3300018310547,196.22999572753906,196.22999572753906,196.22999572753906,112829
2023-12-21 09:52:00-05:00,196.22999572753906,196.28619384765625,196.19000244140625,196.22000122070312,196.22000122070312,78724
2023-12-21 09:53:00-05:00,196.21499633789062,196.2949981689453,196.2100067138672,196.2449951171875,196.2449951171875,77576
2023-12-21 09:54:00-05:00,196.25,196.25,196.07000732421875,196.07000732421875,196.07000732421875,101141
2023-12-21 09:55:00-05:00,196.07000732421875,196.07000732421875,196.0,196.02000427246094,196.02000427246094,127569
2023-12-21 09:56:00-05:00,196.01499938964844,196.07110595703125,195.97000122070312,195.9949951171875,195.9949951171875,136127
2023-12-21 09:57:00-05:00,195.99000549316406,196.06849670410156,195.92999267578125,195.9499969482422,195.9499969482422,83848
2023-12-21 09:58:00-05:00,195.9499969482422,195.9499969482422,195.72999572753906,195.77499389648438,195.77499389648438,164018
2023-12-21 09:59:00-05:00,195.75,195.88319396972656,195.67999267578125,195.77999877929688,195.77999877929688,149758
2023-12-21 10:00:00-05:00,195.77999877929688,195.82000732421875,195.5850067138672,195.60000610351562,195.60000610351562,155767
2023-12-21 10:01:00-05:00,195.61500549316406,195.71690368652344,195.5500030517578,195.6199951171875,195.6199951171875,155854
2023-12-21 10:02:00-05:00,195.61000061035156,195.61500549316406,195.3800048828125,195.41009521484375,195.41009521484375,146875
2023-12-21 10:03:00-05:00,195.41000366210938,195.52999877929688,195.38999938964844,195.44009399414062,195.44009399414062,156405
2023-12-21 10:04:00-05:00,195.43260192871094,195.5800018310547,195.42999267578125,195.46499633789062,195.46499633789062,108270
2023-12-21 10:05:00-05:00,195.46499633789062,195.47039794921875,195.30499267578125,195.30999755859375,195.30999755859375,140575
2023-12-21 10:06:00-05:00,195.30029296875,195.32000732421875,195.11000061035156,195.13999938964844,195.13999938964844,181312
